Title,Body,Post date,Updated date
תזאורוס (אגרון) בגרסה חדשה לנושאים אתנוגרפיים זמין עתה בפורטל החברה האמריקאית לפולקלור ולאתנוגרפיה (AFS),"The AFS Ethnographic Thesaurus (www.openfolklore.org/et/) is now available in a beta version on the Open Folklore (www.openfolklore.org/) portal, a collaborative effort of the Society, the Indiana University-Bloomington Libraries, and the Indiana University Digital Library Program.  The post-beta version, the AFS Ethnographic Thesaurus 2.0, will be available on that same URL on October 1, 2011. The AFS Ethnographic Thesaurus is a searchable online vocabulary that can be used to improve access to information about folklore, ethnomusicology, cultural anthropology, and related fields. Supported by a generous grant from the Scholarly Communications Program of the Andrew W. Mellon Foundation, and early planning-grant funding from the National Endowment for the Humanities, the American Folklore Society developed the Thesaurus in cooperation with the American Folklife Center of the Library of Congress. AFS thankfully recognizes the dedicated work of the Thesaurus editorial board, the IU-B Libraries, and the IU Digital Library Program to transfer the AFSET to its new home. This work has strengthened Open Folklore as a direct provider of useful tools for folklore studies and related fields, as well as a search-and-discovery tool for online content available elsewhere. The current beta version incorporates the AFSET editorial board's revisions of the following facets: art, belief, dance, disciplines, entertainment and recreation, foodways, health, language, law and governance, material culture, music, performance, ritual, social dynamics, transmission, verbal arts, and literature. The editorial board will be completing the review of these remaining facets before launch of the AFSET 2.0 on October 1: general; beings; documentation; education; migration and settlement; research, theory and methodology; space and place; time; and work. AFS Ethnographic Thesaurus Editorial Board (all of the American Folklife Center, Library of Congress, Washington, DC) Catherine Hiebert Kerst, Folklife Specialist/Archivist Maggie Kruesi, Cataloger Michael Taft, Head of the Archive",09/08/2011 - 10:42,09/08/2011 - 10:42
"קרן גטי מסייעת לוועידת יובל המאה של האגודה למכללות לאמנות (CAA) בלוס אנג'לס, פברואר 2012","The Getty Foundation awarded a generous grant to the College Art Association to support the participation of international art historians at the CAA Centennial Conference in Los Angeles, to be held from February 22-25, 2012, at the Los Angeles Convention Center.  CAA hereby invites applications from international art historians, including artists who teach art history and art historians who serve as museum curators. Awards will support conference registration, travel, hotel accommodations, and include a per diem and a one-year membership to CAA.  The goal of the program is to increase international participation in CAA; to expand international networking and the exchange of ideas; and to familiarize international participants with the conference program, including the session participation process. Preference will be given to applicants from countries not well represented in CAA's membership. This grant is not open to those participating in the 2012 conference as chairs, speakers, or discussants.  Individuals selected for the CAA grants will be expected to attend the conference throughout its duration and participate in the activities planned in connection with the grant.  Applications should include:  · Completed copy of the application form · A two-page version of the applicant's CV · One letter of support from the chairperson, dean, or director of the applicant's school, department, or museum  · A one-page statement explaining how attending the conference will benefit the applicant's professional career Please email to Lauren Stark at lstark@collegeart.org DEADLINE: September 23, 2011 NOTIFICATION: November 15, 2011 Lauren Stark Manager of Programs and Archivist College Art Association 50 Broadway, 21st Floor NY, NY 10004 212 392 4405 lstark@collegeart.org",09/08/2011 - 10:51,09/08/2011 - 10:53
"קול קורא להגשת תקצירים לקראת הכינוס של  הוועדה לשימור מטעם איקו""ם, ריו דה-ז'נירו, אוגוסט 2013","ICOM-CC session at ICOM General Conference, Rio de Janeiro, August 10-17, 2013
 
The Committee for Conservation of the International Council of Museums (ICOM-CC) will hold a one-day lecture session during ICOM's General Conference in Rio de Janeiro.  Updated information about the program, registration, and hotels is available on the conference website: http://rio2013.icom.museum
 
The theme of ICOM-CC's session is The ""value"" of conservation in the twenty-first century
 
Conservation departments in museums, government ministries, and universities are everywhere under scrutiny by administrators seeking to cut costs by reducing, reorganizing, or completely eliminating them.  This session will focus on the value of conservation to society-how it is perceived and measured and how conservation professionals can influence the public perception of conservation through their actions and through better communication.  Papers (up to 20 minutes) are sought which explore this topic by addressing the following questions:
What is the perceived value of conservation to society?
What effect does the conservation of cultural heritage have on society at large?
What standards or benchmarks can be used to measure the value of conservation to society?
How much are governments/the public willing to spend on the conservation of cultural heritage and why?  What can conservation professionals do to increase investment in the conservation of cultural heritage?
In what ways can conservation professionals affect the perceived value of conservation through communication with our peers and/or public outreach?  How can conservation research assist in better understanding the value of conservation?
 
The session will be conducted in English.  The possibility of simultaneous translation into Portuguese is being investigated.
 
Museum professionals, including but not limited to those working in conservation, are invited to submit abstracts of up to 200 words related to the theme to Joan Reifsnyder, Secretary, ICOM-CC (secretariat@icom-cc.org<mailto:secretariat@icom-cc.org>) by March 15.  Submissions should include a title, author(s), institutional affiliation, corresponding author's email address, and 200-word abstract in English.
 
A panel consisting of ICOM-CC Chair Lisa Pilosi, Vice-Chair Vinod Daniel, and Directory Board member Johanna Maria Theile will select papers for presentation by the author(s) at ICOM-CC's session in Rio.  Authors will be notified by April 30.  Selected abstracts will be posted on the ICOM-CC website.
 
In addition to the lecture session, ICOM-CC is planning visits to conservation laboratories as well as other activities.  Updated information about these activities will be posted on the ICOM-CC website: www.icom-cc.org<http://www.icom-cc.org>.",04/02/2013 - 15:59,04/02/2013 - 15:59
"קומ""קול- הזמנה לועידה הראשונה בנושא אוספים","The International Committee for Collecting (COMCOL) is the newest ICOM international committee. It has the pleasure inviting you to participate in its first international conference,  which is dedicated to the theme  ""participative strategies"". The first two days will be organized jointly with CAMOC and ICOM-Europe. The last two days each committee will organize its own programme.International Conference on ""Participative strategies""Date:              31 October - 3 November 2011Venue:          Museen Dahlem (Dahlem Museums), Berlin, Germany.Please see http://www.comcol-icom.org/annual-conference-2011/ for further information, programme and registration form.",18/09/2011 - 11:13,18/09/2011 - 11:13
הכינוס השמיני לדיגיטציה של המורשת התרבותית בירושלים,"EVA/MINERVA 2011  הכינוס הבין-לאומי השמיני לדיגיטציה במוסדות תרבות יתקיים ב-16,15,14 בנובמבר, 2011   במכון ון-ליר בירושלים  זהו המפגש השנתי של הקהילה המקצועית בישראל  המעוניינת ביישומן של טכנולוגיות מתקדמות במוסדות תרבות.  גם השנה המיזמים המובילים באירופה בתחום יטלו חלק נכבד בכינוס.   יושבת ראש: ד""ר סוזן חזן - shazan@digital-heritage.org.il   יושב ראש: דב וינר - dovw@mail.huji.ac .il  השנה אנו שמחים לארח נציגים מ:  מוזאונים  ספריות  ארכיונים  ומגוון ביולוגי  Networking Poster Sessions - הזדמנות להיפגש ולהציג פיתוחים חדשניים לפני העמיתים מישראל ומאירופה.  http://www.digital-heritage.org.il/poster.html
הרשמה מקוונת  ניתן להירשם גם בטלפון: 050-9988815  production@digital-heritage.org.il -  מפיקת הכינוס: מילי חזן  Steering Committee of the Israel MINERVA for Digitisation of Culture:  http://www.minervaisrael.org.il  http://www.digital-heritage.org.il
 
Millie Hazan, Conference Producer
מילי חזן, מפיקת הכינוס
EVA/MINERVA 2011
אווה/מינרווה 2011
15-16/11/11
972-50-99-888-15+
http://www.digital-heritage.org.il",10/10/2011 - 13:36,10/10/2011 - 13:36
"הכינוס הבין-לאומי הראשון של הארגון המקצועי ""המגן הכחול"" Blue Shield מטעם איקו""ם יתקיים בסאול בדצמבר 2011","The International Council of Museums is pleased to announce the first International Conference of the International Committee of the Blue Shield (ICBS). The International Conference will be held in Seoul, South Korea from 8 to 10 December 2011, and will be hosted by the National Museum of Korea.
 
The theme of the Conference, Protecting the World's Cultural Heritage in Times of Change: Emergency Preparedness and Response, will be developed through distinct diverse subjects. The topics, addressed by renowned international speakers, are as follows:
 
* The impacts of natural disasters and environmental changes
* Protecting heritage during military conflicts and political crises
* Protecting cultural heritage through the recognition of its diversity
* New technologies, new risks, new responses
* Preparedness and response at the regional and local level
* Improving the protection of cultural heritage, a global approach
 
This significant international event will bring together professionals and experts in museology, documentation and in the protection and promotion of heritage and sites. The International Conference will also benefit from the valuable input and expertise of professionals in the military, humanitarian, meteorological and technological disciplines.
 
The Conference will help improve cross-sector knowledge, practices and collaboration in order to enhance the preservation and protection of the world's cultural heritage. Participating experts will discuss and share ideas and case studies on major issues concerning heritage protection in times of natural and man-made disasters.
 
The International Council of Museums invites the world museum community to join in this major international event and partake in the collaborative effort to preserve cultural heritage.
 
We hope to see you in Seoul on this important occasion for the heritage and museum community!
 
Information and registration: http://icomkorea.org/icbs2011seoul/
Further information on the Conference: info@icbs2011seoul.org
Information about ICBS: secretariat.paris@blueshield-international.org
 
ICOM General Secretariat",31/10/2011 - 13:00,31/10/2011 - 13:00
"מהדורה דיגיטלית חדשה של ""חדשות איקו""ם""","We are pleased to announce the launch of the new digital edition of ICOM News magazine.
 
You will find below a link to the latest issue, Vol. 64 No 3, in its new digital, user-friendly format.
http://archives.icom.museum/icomnews2011-3_eng/index.html   
If you wish to inform us of a change of address (email or postal), please fill in the following form on our website:
http://archives.icom.museum/update_eng.html   
We hope you enjoy reading this issue, and in particular our Special Report on museum education.
If you wish to contribute to the next issue of ICOM News, please contact the editor at aedin.macdevitt@icom.museum
 
We take this opportunity to wish you a happy and healthy end-of-year holiday season!",20/12/2011 - 09:39,20/12/2011 - 09:39
"איקו""ם - ידיעון 23, 2012","Please find below the ICOM e-newsletter #23 March 2012: http://archives.icom.museum/e-newsletter/23_mar2012_en.html
 
In this issue
Headline ICOM SEE to hold second Regional Scientific Conference
Highlight ICOM and NEMO: communication and cooperation
Decoding ICOM supports museums in Bosnia-Herzegovina
Museum News Opening of the exhibition Traditional Dances of Burundi at the National Museum in Gitega
General Conference 2016 Abu Dhabi, Milan or Moscow?
35 years of International Museum Day 2012, Year of Museums in Lithuania
Participate in CIDOC Summer School
RSS feed for ICOM website
Access the e-newsletter archives at: http://archives.icom.museum/e-newsletter/e-newsletter.html To unsubscribe, please click here http://archives.icom.museum/e-newsletter/unsubscribe.html 
ICOM. UNESCO House. 1, rue Miollis. 75732 Paris Cedex 15. France. Tel. +33 (0)1 47 34 05 00. Fax +33 (0)1 43 06 78 62. E-mail: secretariat@icom.museum © ICOM",01/04/2012 - 14:25,01/04/2012 - 14:25
ICME Conference 2012 in Namibia,"Please be aware that ICOM is announced the deadlines to apply for travel grants for youth members of international committees attend their annual conferences. ICME/2012/Namibia - ""Commodifying Culture? Cultural Villages and Living Museums"" - is planned
for the fall of 2012 (dates forthcoming shortly.
 
The guidelines related to grant programme can be downloaded on the ICOM website at http://icom.museum/where-we-work/icom-network/support-to-the-network.html. Please beware that prerequesites exist and must be followed for applications to be considered.
 
All the best -
 
Annette B. Fromm, Ph.D.
Presidnet, International Committee of Museums of Ethnography",12/02/2012 - 10:44,12/02/2012 - 12:43
"קול קורא להגשת תקצירים לוועידת MPR הוועדה המקצועית מטעם איקו""ם לשיווק ויחסי ציבור","CALL FOR PAPERS
Marketing and Public Relations International Committee of ICOM annual conference
Palermo, Sicily 9th- 12th September 2012
 
This year the conference theme is 'Creative Communications'.
Two distinguished international speakers will present keynotes
on:
 
1. The elements of an effective marketing campaign; and 2. How critics measure the success of museum exhibitions.
 
The conference organising committee also seeks submissions for a further 11 papers. Each paper will be 20 minutes in length and must address one of the following sub-themes:
 
1. How we know our marketing campaigns are successful: indicators of success 2. Using the web as an effective marketing tool 3. Working with the media on marketing campaigns
 
Your proposal should include:
1. your name, the name of your institution and the position which you occupy in that institution; 2. which of the themes your paper addresses; and 3. a 250 word abstract describing the main points which you will discuss.
 
Your proposal should be submitted no later than 7th May 2012 to Romina Mancuso romina.mancuso@unipa.it. Successful applicants will be notified by 1st June, 2012.
 
The process is competitive and MPR committee decisions on the successful proposals are final. No MPR funding to attend the conference is available for successful applicants.
Dr. Carol Scott
Website: www.carolscottassociates.com
Email: carolannscott@fastmail.co.uk
Landline: +44 (0) 208 692 1927
Mobile: +44 (0) 787 041 7079",17/04/2012 - 13:55,17/04/2012 - 13:56
